EVENT_ID,STATE_FIPS,CZ_FIPS,WFO,CZ_TIMEZONE,BEGIN_TIMESTAMP,END_TIMESTAMP,DEATHS,INJURIES,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_FIPS,TOR_OTHER_WFO,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,TORNADO_ID
1170053,19,121,DMX,CST-6,1714156920,1714157100,0,0,10000,0,EF0,1.35,100.0,,,4.0,WSW,BARNEY,4.0,W,BARNEY,41.1568,-94.1137,41.1761,-94.1093,"This tornado moved into Madison County from Union County.  Upon entering the county, the path of the tornado took a left turn moving nearly due north along Heritage Avenue.  It impacted a couple of homesteads along this road producing mainly tree damage before lifting north of 330th Street.",0
1170055,19,159,DMX,CST-6,1714155900,1714156860,0,0,200000,0,EF1,7.31,300.0,,,2.0,SSW,REDDING,1.0,SE,DELPHOS,40.5714,-94.3906,40.6595,-94.3133,"This tornado crossed into Ringgold County, Iowa from Worth County in Missouri shortly after developing.  The tornado widened to around 300 yards as it travelled northeast remaining to the southeast of both Redding and Delphos.  The tornado interacted with several different farmsteads producing mainly EF1 damage to houses and outbuildings.  There was ample tree damage along the path as well.   The tornado eventually lifted to the east of Delphos.",0
1170057,45,71,CAE,EST-5,1715219160,1715219460,0,0,0,0,EF0,3.01,150.0,,,1.0,SW,WHITMIRE,1.0,NNW,OXNER ARPT,34.49,-81.63,34.47,-81.59,A National Weather Service storm survey team confirmed a brief EF-0 tornado with peak  winds of 80 mph in Newberry County south of the town of Whitmire during the early  morning hours of May 9th. The tornado began near the intersection of Old Airport Road and Kings Lane causing scattered tree damage as it moved east. The tornado then turned southeast resulting in additional tree damage in and around |Little Egypt Road and Colonial Drive. The tornado likely lifted before |reaching Highway 121.,0
1170058,19,159,DMX,CST-6,1714156560,1714157760,0,0,80000,0,EF1,11.68,300.0,,,4.0,SSE,DELPHOS,4.0,ENE,MT AYR,40.6157,-94.3071,40.7438,-94.1615,This tornado developed in south central Ringgold County several miles east of Redding and travelled to the northeast.   The tornado remained in the rural rolling landscape producing damage to trees and a couple of farmsteads.  Most of the damage to houses was to siding and removal of portions of roofs.  The tornado passed just southeast of Mt. Ayr Airport and dissipated to a few miles northeast of Mt. Ayr.,0
1170061,19,159,DMX,CST-6,1714157460,1714158480,0,0,100000,0,EF1,9.07,250.0,,,5.0,ENE,MT AYR MUNI ARPT,3.0,NNE,BEACONSFIELD,40.73,-94.1375,40.834,-94.0317,This tornado began about 4 miles east of Mt. Ayr north of State Highway 2.  The tornado remained in rural portions of central and northeast Ringgold county producing damage to mainly trees and power poles.  A few farmsteads were also impacted with damage to homes and outbuildings.  A hog confinement was also hit southwest of Beaconsfield.  The tornado passed just west of Beaconsfield and dissipated  just east of 330th Avenue north of Beaconsfield.,0
1170065,19,175,DMX,CST-6,1714156680,1714157640,0,0,25000,0,EF1,9.43,150.0,,,4.0,SSE,CRESTON ARPT,4.0,NNW,AFTON,40.9676,-94.3476,41.0773,-94.2401,This tornado began a few miles south of the Creston airport and moved northeast in rural portions of central Union County.  This tornado damaged trees and grain bins shortly after forming with only tree damage observed for most of its path.  The tornado crossed Highway 34 between Creston and Afton and passed along the Twelve Mile Lake Dam before dissipating.,0
1170068,19,175,DMX,CST-6,1714157460,1714158060,0,0,500000,0,EF2,6.65,130.0,,,3.0,WNW,AFTON,6.0,W,LORIMOR,41.0399,-94.2517,41.1167,-94.1749,This tornado formed between the BNSF railroad and Highway 34 west of Afton and took a track very similar to a tornado which occurred earlier in the hour.  It produced EF2 damage to several house on either side of Highway 34 as it travelled to the northeast.  The tornado crossed Three Mile Lake just upstream of the dam and impacted a structure in the Wildlife Management Building area just a few hundred yards from the one impacted in the earlier tornado.   This tornado then moved northeast through rural Union County impacting another farmstead producing EF2 damage.  The tornado dissipated in the north central portion of Union County near the intersection of Pheasant Avenue and 130th Street.,0
1170071,19,121,DMX,CST-6,1714157820,1714157880,0,0,0,0,EFU,0.56,30.0,,,4.0,WNW,EAST PERU,4.0,WNW,EAST PERU,41.2467,-94.0068,41.2532,-94.0003,"Emergency management reported a brief tornado east of Highway 169 in rural Madison County.  This tornado did not impact and damage indicators, hence the EFU rating.",0
1170073,19,121,DMX,CST-6,1714158960,1714159140,0,0,0,0,EFU,1.43,30.0,,,1.0,S,PATTERSON,1.0,ESE,PATTERSON,41.336,-93.8998,41.3454,-93.8751,"Storm chaser captured video of this tornado as it travelled just south of Patterson in Madison County.  High resolution satellite imagery also helped define the path of this tornado as it stayed in rural areas.  This tornado did not impact any damage indicators, hence the EFU rating.",0
1170081,19,159,DMX,CST-6,1714159140,1714160160,0,0,350000,0,EF2,10.2,100.0,,,2.0,ESE,DIAGONAL,4.0,NE,TINGLEY,40.7828,-94.2923,40.8795,-94.1448,This tornado developed in rural Ringgold County between Mt. Ayr and Diagonal.  The tornado moved northeast with some damage to outbuildings and trees.  The tornado crossed Highway 169 southwest of Tingley before moving through the center of town.  Up to EF2 damage occurred with Tingley with an upper floor removed from one house and the destruction of some outside walls of a brick building in the downtown area.  The tornado impacted a couple more farmsteads with EF0 to EF1 damage before dissipating to the northeast of Tingley.,0
1170082,45,39,CAE,EST-5,1715220720,1715220840,0,0,0,0,EF0,0.34,50.0,,,2.0,NE,MONTICELLO,2.0,NE,MONTICELLO,34.37,-81.28,34.3689,-81.2743,A National Weather Service storm survey team confirmed a brief EF-0 tornado with peak  winds of 80 mph in Northwestern Fairfield County during the early morning hours of May  9th. The tornado likely began in a wooded area northwest of Clark Bridge Road.|It then crossed the road while moving southeast resulting in multiple downed or snapped trees in and around properties in the 3900 block of Clark Bridge Road. The tornado then likely lifted a short distance beyond Clark Bridge Road in the woods |behind the impacted properties shortly before reaching Crumpton Creek.,0
1170085,19,121,DMX,CST-6,1714159260,1714159500,0,0,2000,0,EF0,2.28,50.0,49,DMX,8.0,NNW,BEVINGTON,10.0,N,BEVINGTON,41.4856,-93.8424,41.5102,-93.813,A Tornadic Debris Signature was observed on radar with this tornado confirming its existence along with damage provided by the Dallas County EMA.  Damage was mainly to trees in Madison County.  This tornado then moved into far southeast Dallas County.,0
1170088,19,49,DMX,CST-6,1714159500,1714159620,0,0,2000,0,EF0,1.37,50.0,,,5.0,E,BOONEVILLE,6.0,E,BOONEVILLE,41.5102,-93.813,41.5232,-93.793,This tornado moved into Dallas County from Madison County.  Trees provided most of the damage observed with this tornado as it passed just west and north of the Dale Maffit Reservoir.  The tornado dissipated just north of the reservoir and south of the Raccoon River.,0
1170098,19,39,DMX,CST-6,1714159860,1714160520,0,0,400000,0,EF2,5.84,75.0,,,2.0,SSW,OSCEOLA,3.0,E,OSCEOLA MUNI ARPT,41.0043,-93.7908,41.0693,-93.719,The emergency manager provided several reports of damage along the path of this tornado.  The tornado began just southeast of the Osceola Rest Area along Interstate 35 and travelled northeast through the town of Osceola.   EF2 damage was done just southwest of town where a roof was removed from a house along 225th Avenue.  There was mainly EF0 to EF1 damage through Osceola from tree damage and limited roof damage to homes in town.  The tornado emerged from the northeast side of Osceola and continued northeast through rural Clarke County.  The tornado dissipated near Lilac Street after impacting one last farmstead.,0
1170104,19,153,DMX,CST-6,1714161000,1714161720,0,1,1500000,0,EF2,7.61,150.0,,,3.0,ENE,FT DES MOINES,2.0,WNW,IVY,41.5486,-93.5802,41.6147,-93.4623,This tornado developed within the east side of the Des Moines Metro area just northwest of Easter Lake.  Initial damage reports include damage to trees and fences and then eventually roof damage as the tornado progressed to the northeast.  The tornado passed just to the southeast of James Cownie Soccer Complex and crossed the Des Moines River near the Des Moines Wastewater Treatment Plant.  The tornado then passed into Pleasant Hill with numerous reports of EF2 damage to several houses on the south side of town with widespread roof and wall damage.  The tornado weakened to the northeast and eventually dissipated on the far south side of Altoona. This tornado produced one non-life threatening injury.,0
1170108,19,99,DMX,CST-6,1714164120,1714164600,0,1,250000,0,EF1,4.09,80.0,,,0.0,SE,MONROE,2.0,SSW,REASNOR,41.516,-93.0929,41.5567,-93.0355,"Jasper County EMA reported a path of damage starting just east of Monroe impacting several rural homesteads.  Much of the damage was to trees and outbuildings with a few smaller sheds being destroyed.  Otherwise, the bulk of the path was across rural farmland between Monroe and Reasnor in southern Jasper County.",0
1170111,45,39,CAE,EST-5,1715221860,1715222160,0,0,0,0,EF1,1.89,250.0,,,3.0,WSW,SMALLWOOD,2.0,SW,SMALLWOOD,34.27,-81.0,34.26,-80.97,"A National Weather Service storm survey team confirmed an EF-1 tornado with peak winds of 100 mph in southeastern Fairfield County during the early morning hours of May 9th. The tornado likely began west of Interstate 77 near Exit 32. The tornado|moved generally southeast producing downed large limbs along|Cook Road and Boney Road, intensifying as it moved into a|wooded area along Cedar Rock Road. The area of most significant|tree damage was observed along a creek bed north of Cedar|Rock Road with numerous uprooted and snapped trees. One tree|landed on a home on Cedar Rock Road causing roof, siding, and|gutter damage. The tornado continued along Cedar Rock Road causing|intermittent tree damage. The tornado continued beyond the road and|into a wooded area behind The Farm at Ridgeway where additional|tree damage occurred near a pond on the property. The tornado likely|lifted on the property prior to reaching Highway 21.",0
1170113,19,99,DMX,CST-6,1714164900,1714165080,0,0,0,0,EFU,1.66,50.0,,,2.0,E,REASNOR,2.0,W,KILLDUFF,41.5836,-92.9765,41.6033,-92.958,"Report of a brief tornado to the east of Reasnor from Jasper County EMA.  This tornado remained in rural farmland with no impacts to any damage indicators, hence the EFU rating.",0
1170120,19,185,DMX,CST-6,1714500720,1714500960,0,0,250000,0,EF1,2.95,75.0,,,2.0,SSE,MILLERTON,2.0,ENE,MILLERTON,40.828,-93.2889,40.8643,-93.259,This tornado began northwest of the intersection of Raccoon Road and 150th street.  The tornado almost immediately impacted a large implement shed and an older wooden barn.  The shed was completely destroyed and thrown northeast across 150th street into an adjacent farm field.  The barn collapsed downward and shifted to the southeast.  The tornado continued northeast through mostly empty cropland and rolling terrain.  Some damage was done toward the end of the path near the intersection of Timber Road and 165th street with downed trees and minor outbuilding damage.,0
1170121,19,39,DMX,CST-6,1715038680,1715039160,0,0,250000,0,EF1,6.16,80.0,,,1.0,N,LACELLE,2.0,ESE,OSCEOLA,40.9694,-93.8474,41.0163,-93.7469,Clarke County EMA identified a path of damage to the south of Osceola from a QLCS tornado.  This tornado began just south of Freedom Street and west of 200th Avenue.  The tornado damaged an outbuilding at a farmstead along Freedom Street continued northeast crossing Interstate 35 where a lake separates the north and south bound lanes. The tornado uprooted several trees along 220th Avenue and damaged a couple different acreages along Highway 69 south of Osceola.  One last house was damaged along Country Club Road with portions of the roof removed.  The tornado lifted not long afterwards.,0
1170122,19,39,DMX,CST-6,1715039580,1715039760,0,0,100000,0,EF0,2.01,80.0,,,1.0,SW,WOODBURN,1.0,E,WOODBURN,41.0079,-93.6118,41.0178,-93.5756,"This path was relayed by the Clarke County EMA with the tornado starting southwest of Woodburn just west of 310th Avenue.  The tornado produced mainly tree damage southwest of Woodburn.  Upon entering Woodburn near the intersection of Maple Street and Sigler Street, the tornado began producing damage to trees.  The front wall of an older business in town collapsed although the building was in some disrepair.  Additional tree and minor home damage occurred near the intersection of Walnut and Sherman Streets.  More tree and powerline damage was noted along Smith Street on the east side of town before the tornado exited Woodburn.  One final farmstead had outbuilding damage and tree branches downed before the tornado lifted.",0
1170123,19,181,DMX,CST-6,1715040720,1715040960,0,0,50000,0,EF0,3.12,80.0,,,2.0,SSW,ACKWORTH,2.0,W,SANDYVILLE,41.3476,-93.4862,41.3737,-93.4371,Posts on social media indicated damage to the south and east of Ackworth.  Damage began near the intersection of 168th Avenue and Kennedy Street where an outbuilding was compromised.  The tornado then remained in open fields for much of the remainder of the path but did damage trees at the intersection of Highway 92 and S23 before dissipating.,0
1170124,19,99,DMX,CST-6,1715042100,1715042160,0,0,25000,0,EF0,0.14,30.0,,,0.0,SSW,PRAIRIE CITY,0.0,ESE,PRAIRIE CITY,41.5984,-93.2308,41.5992,-93.2285,Numerous posts on social media regarding damage on the east side of Prairie City.  A very brief tornado occurred here with damage mostly to trees although a few garages sustained minor damage.  The tornado lifted shortly after leaving town.,0
1170125,19,125,DMX,CST-6,1715042220,1715042580,0,0,8000,0,EF0,4.96,80.0,,,3.0,WSW,PERSHING,2.0,SW,DURHAM,41.255,-93.0637,41.3,-92.9894,"The emergency manager had a path of damage across central Marion County to the southeast of Knoxville.  The tornado remained mostly in rural fields with damage occurring at a couple of farmsteads, mainly to trees.",0
1170126,19,15,DMX,CST-6,1716522120,1716522840,0,0,10000,0,EF0,10.7,180.0,,,4.0,WNW,MADRID,3.0,S,NAPIER,41.8948,-93.9315,41.9409,-93.7329,This QLCS tornado started a few miles north of Woodward and moved eastward quickly.  Most of the damage along the entire path was to trees although one farmstead south of Luther had damage to one of the outbuildings.  The tornado lifted to the south of Napier in eastern Boone County.,0
1170127,19,49,DMX,CST-6,1716521880,1716522480,0,0,10000,0,EF0,7.67,80.0,153,DMX,2.0,NE,ORTONVILLE,5.0,N,HADDEN HILL,41.6419,-93.9477,41.6911,-93.8144,Tree damage began along 270th Street between R and S Avenues south of Dallas Center in central Dallas County.  The QLCS tornado proceeded east northeast rapidly producing tree damage as well as some outbuilding damage at a farmstead.  The tornado passed just south of the Dallas Center/Grimes High School before entering Polk County.,0
1170128,19,153,DMX,CST-6,1716522480,1716522600,0,0,50000,0,EF0,1.5,50.0,,,1.0,NW,GRIMES,2.0,NNE,GRIMES,41.6911,-93.8144,41.7003,-93.788,This tornado crossed from Dallas County into Polk County just west of Grimes.  The tornado proceeded east northeast across portions of western and northern Grimes before dissipating near the intersection of NW Beaverbrook Blvd and NE Park Street.  Most of the damage within Grimes occurred to trees and roof shingles.,0
1170129,19,153,DMX,CST-6,1716522780,1716523020,0,0,50000,0,EF0,3.2,100.0,,,1.0,SSW,JOHNSTON,2.0,WNW,SAYLORVILLE,41.6607,-93.7063,41.6952,-93.6649,"The path of this tornado started within Terra Parkin Johnston and moved northeast into a housing area before crossing over the Village Square Shopping Center.  Most of the damage was done to trees with some minor damage to houses, mainly to shingles.  The path continued northeast through Johnston with more tree damage before crossing the Des Moines River north of NW 66th Avenue.  The tornado dissipated shortly thereafter near NW Fisher Lane.",0
1170130,19,181,DMX,CST-6,1716523020,1716523140,0,0,2000,0,EF0,2.17,50.0,,,1.0,N,BEECH,3.0,ESE,SUMMERSET,41.395,-93.533,41.4144,-93.5,A TDS was observed on the KDMX WSR-88D Doppler radar to the northeast of Indianola.  Damage was also reported from the same area via social media.  The brief tornado remained in mostly rural areas of Warren County with the bulk of the damage to trees.,0
1170131,19,153,DMX,CST-6,1716523620,1716523740,0,0,90000,0,EF0,1.52,50.0,,,2.0,NE,ENTERPRISE,3.0,ESE,ELKHART,41.7492,-93.5045,41.7583,-93.4777,"Received reports of damage to an outbuilding near the beginning of this tornado with additional damage with a semi moved, outbuilding roof damage and trees partially knocked down.  The brief tornado was east of Ankeny.",0
1170148,35,9,ABQ,MST-7,1717017720,1717017960,0,0,0,0,EFU,0.2,50.0,,,2.0,W,(CVS)CANNON AFB,2.0,W,(CVS)CANNON AFB,34.38,-103.36,34.38,-103.36,Photo from Roosevelt County Emergency Manager shows a rope funnel apparently in contact with the ground.,0
1170150,19,9,DMX,CST-6,1716300540,1716301080,0,0,10000,0,EF0,7.24,100.0,,,3.0,SSE,BRAYTON,3.0,ENE,EXIRA,41.5127,-94.9085,41.5994,-94.8299,The tornado developed southeast of Brayton and moved northeast in rural southern Audubon County.  The bulk of the damage done was to trees.  There was also a TDS associated with this tornado on the radar.  The tornado dissipated a few miles east of Exira.,0
1170152,19,3,DMX,CST-6,1716301080,1716302100,0,0,100000,0,EF1,12.31,200.0,175,DMX,3.0,NW,MERCER,7.0,NE,STRINGTOWN,40.9539,-94.6758,41.0427,-94.471,This tornado developed in rural Adams County southeast of Corning.  It remained in agricultural fields initially before impacting a farmstead along Highway 34.  Two outbuildings were damaged at this location.  Additional homesteads were impacted with mostly minor damage.  The EF1 damage occurred just before the tornado departed the county were a grove of trees sustained more significant damage.  The tornado then entered Union County just northwest of Cromwell.,0
1170153,19,175,DMX,CST-6,1716302100,1716302160,0,0,1000,0,EF0,0.35,75.0,,,1.0,N,CROMWELL,1.0,N,CROMWELL,41.0427,-94.471,41.0458,-94.4658,This tornado moved into Union County from Adams County just to the northwest of Cromwell.  The tornado impacted a few trees on the northwest edge of Cromwell and then dissipated shortly thereafter.,0
1170154,19,1,DMX,CST-6,1716302340,1716303360,0,0,750000,0,EF2,14.63,200.0,,,1.0,E,GREENFIELD,7.0,NE,ARBOR HILL,41.3002,-94.4473,41.4474,-94.2445,"Emergency management recorded a path of damage from just east of Greenfield to just shy of the Adair/Madison County line north of 140th Street.  The initial portion of this tornado was observed via the Doppler on Wheels (DOW) and was extended farther southwest accordingly.  This tornado  impacted farmsteads with damage to outbuildings and tree groves.  Toward the end of the path, a large industrial wind mill was blown over southeast of the intersection of 150th street and Walnut Avenue.   EF2 damage was then done with complete destruction of an outbuilding along York Avenue along with shredding of trees.  The tornado then quickly weakened and dissipated as it approached the county line.",0
1170156,19,175,DMX,CST-6,1716303000,1716303060,0,0,0,0,EFU,0.55,50.0,121,DMX,8.0,E,SPAULDING,8.0,WNW,LORIMOR,41.1504,-94.2242,41.157,-94.2184,"This tornado formed in far northern Union County and quickly moved into Madison County.  No damage indicators were impacted by this tornado in Union County, hence the EFU rating for this portion of the tornado.",0
1170160,19,121,DMX,CST-6,1716303060,1716303240,0,0,20000,0,EF0,3.42,75.0,,,5.0,SSW,MACKSBURG,1.0,SSW,MACKSBURG,41.157,-94.2184,41.2001,-94.1861,"The tornado moved into Madison County from Union County.  It impacted two farmsteads, removing a partial roof on an outbuilding along 330th Street and then producing tree damage at another farm along 315th Street with the tornado dissipating shortly afterwards.",0
1170166,19,181,DMX,CST-6,1716305100,1716305220,0,0,30000,0,EF0,1.04,40.0,,,1.0,SSE,MARTENSDALE,1.0,E,MARTENSDALE,41.3686,-93.7454,41.3799,-93.7323,This brief tornado passed through Martensdale producing ample tree damage with minor shingle damage.  The tornado also produced a brief TDS on the radar as well.  This tornado dissipated after exiting the northeast side of town.,0
1170172,19,181,DMX,CST-6,1716305280,1716305520,0,0,10000,0,EF0,2.0,75.0,,,1.0,SSW,SPRING HILL,1.0,E,SPRING HILL,41.3997,-93.6787,41.4194,-93.6503,Numerous reports via social media of tree damage associated with this tornado.  It also produced a TDS on radar as it moved to the northeast.,0
1170180,19,153,DMX,CST-6,1716305400,1716306300,0,2,5200000,0,EF2,17.55,800.0,169,DMX,1.0,ENE,RIDER,4.0,N,FARRAR,41.6765,-93.7623,41.8635,-93.5318,This was a long track tornado which started just to the southwest of the Johnston High School with fascia and soffit damage to houses along Catalina Drive.  The tornado blew windows out of the high school and continued to produce tree and minor roof damage through the Ashton Point neighborhood.  The tornado crossed Camp Dodge and blew down a tree along NW Beaver Drive before crossing Saylorville Reservoir.  The tornadoes path took it between Polk City and Ankeny with EF0 damage to trees and houses along Highway 415 and NW 44th Street.  The damage began to intensify as the tornado moved northeast with EF1 damage becoming more prevelent in neighborhoods south of Alleman.  The first EF2 damage was found on 142nd Avenue just west of Interstate 35 with additional EF2 damage to several houses near the intersection of NE 150th Avenue and NE 29th Street on the east side of the Interstate.  The path continued to widen with additional damage near the border with Story County.  This tornado moved into Story County near the intersection of NE 42nd Street and NE 166th Avenue.  This tornado produced two injuries in Polk County.,0
1170190,19,169,DMX,CST-6,1716306300,1716307500,0,2,3200000,0,EF2,23.29,1000.0,,,3.0,S,CAMBRIDGE,3.0,SE,ZEARING,41.8635,-93.5318,42.1346,-93.2623,"This tornado moved into Story County from Polk County.  The tornado was quite wide at this point nearing 1000 yards wide at times.  Along Highway 210 southeast of Cambridge, 8 large wooden and relatively new higher voltage power poles were snapped.  Trees were obliterated along 315th Street east of Cambridge.  Additional EF2 damage occurred 620th Avenue where numerous outbuildings were destroyed.  A house was completely removed from its foundation at the intersection of 270th Street and Woods Rd and was tossed across 270th Street.  However, the house was undergoing a remodel at the time and had no anchorage to the pour concrete foundation, hence the EF2 rating at this location.   Damage to a house along 250th Street southeast of Nevada was extensive with the house shifted off the foundation and much of the interior savaged by flying debris and mud.  All the outbuildings at this location were destroyed with the debris strewn far downwind.  Another brick house at the intersection of Highway 30 and 650th avenue had extensive damage with only the front of the house still intact.  These last two houses had high end EF2 damage and it appears this is where the tornado was strongest.  EF2 damage was still found downstream for several more miles but was not as extensive as what had been seen just southeast and east of Nevada.  The last extensive damage with the tornado occurred along 160th Street between 710th and 720th Avenue where a house lost half of its roof and then hit a hog house about a half a mile later.  The tornado then weakened and dissipated shortly before reaching 150th Street.  Two additional injuries occurred in Story County with this tornado.",0
1170225,42,127,BGM,EST-5,1716830400,1716830520,0,0,20000,0,EF1,0.4,70.0,,,1.0,S,RUTLEDGEDALE,1.0,SSE,RUTLEDGEDALE,41.7003,-75.1748,41.7009,-75.1674,"A brief tornado touched down near the intersection of Oregon Turnpike and Cochecton Turnpike in West Damascus in the early evening of May 27th. The tornado initially produced minor tree and crop damage and lifted some debris into powerlines. It then|continued eastward and crossed Cochecton Turnpike as well as Rutledgedale Road, uprooted a very large tree, and lofted additional debris into the tree. The tornado then crossed through a farm and caused significant roof and structural damage to a couple of barns. This is where the tornado was at its peak strength, with a metal roof partially lifted off a barn and a large wooden door ripped off another barn. Debris was also lofted down a hill roughly 100 feet away. Some minor tree and crop damage was observed down this hill, which was the last visible damage of the survey and the determined location where the tornado lifted.",0
1170270,19,173,DMX,CST-6,1716299940,1716300000,0,0,0,0,EFU,0.13,90.0,3,DMX,3.0,N,GUSS,4.0,N,GUSS,40.8996,-94.9285,40.9007,-94.9265,"This tornado moved from Page County into Taylor County.  The path was very short in Taylor County only catching the extreme northwest corner of the county.  No impacts to damage indicators occurred along the path, hence the EFU rating for this portion of the path.",0
1170274,19,3,DMX,CST-6,1716300000,1716301620,1,0,1800000,0,EF3,24.78,1600.0,1,DMX,3.0,SW,NODAWAY,1.0,WNW,WILLIAMSON,40.9007,-94.9265,41.1579,-94.5951,"The tornado entered into Adams County after clipping the northwest corner of Taylor County.  Damage was immediate on the county border with damage to trees and and to farm buildings and power poles within the first few miles in the county.  The tornado continued to gain in strength and size as it travelled northeast through southwest Adams county remaining in rural areas south and east of Nodaway.  The tornado eventually crossed Federal Highway 34 just north of Brooks with plenty of videos showing a large funnel with debris swirling below it.  As the tornado crossed State Highway 148, it gained in strength with EF2 damage becoming more common.   Upon reaching the intersection of 150th Street and Notchwood Avenue, EF3 damage occurred with much of an unanchored house losing walls and sliding off the foundation.  All outbuildings at this site were also destroyed.  As the tornado continued into the north central portion of the county, it encountered several industrial wind mills.  Several of the towers collapsed along with the large blades being tossed hundreds of feet through the air.  The tornado was multi-vortex at this point with a width of 1300 yards.   The tornado exited the county into Adair County between Quince Avenue and Redwood Avenue.  The was one death in the county from this tornado when a female driver was ejected from a vehicle which got caught within the circulation.",0
1170280,19,1,DMX,CST-6,1716301620,1716302700,4,35,30000000,0,EF4,15.74,1100.0,,,4.0,SW,FISK,3.0,E,GREENFIELD ARPT,41.1579,-94.5951,41.3276,-94.3931,"This large and violent tornado entered into south central Adair County from Adams County.  The tornado remained a multi-vortex circulation as it moved into the county producing high end damage for much of its remaining path.  The tornado encountered several houses in the vicinity of Fontanelle Road and 320th Street.  Many of the structures received at least EF2 damage with one house north of the intersection receiving up to EF4 damage with a sufficiently anchored structure destroyed and slumped into a debris field nearby.  Additional EF4 damage was noted at a farmstead on Jordan Avenue south of 280th Street with the house destroyed and trees chewed down to only the largest trucks and portions of the bark removed.  The path then passed through another wind mill area with additional turbines collapsing west of Kent Avenue.  The tornado then passed over Nodaway Park Ponds and entered the southwest side of Greenfield along SW 3rd Street.  Several structures over the next several blocks had up to EF4 damage from SW 3rd Street over the SE 3rd Street and South of Linn Street and north of Oak and Noble Streets.   Most of these saw complete destruction of the house with much of the debris scattered in the area but not completely swept away.  The tornado weakened slightly for the later half of the destructive path through Greenfield.  EF3 damage was widespread from SE Kent Street and SE 4th Street to the Intersection of E Iowa Street and NE 8th Street.  The tornado exited the east side of Greenfield near the Adair County Fairgrounds.  The tornado continued east northeast and gradually weakened impacting a few more houses before dissipating just south of the intersection of 220th Street and Quebec Avenue.  This tornado produced at least 35 injuries in addition to 4 deaths within Greenfield.  All of the deaths occurred in homes.  Of note, according to media reports, a Doppler on Wheels (DOW) intercept research team measured a wind speed of just over 300 mph approximately 150 feet above ground level with this tornado.",0
1170282,19,3,DMX,CST-6,1716300180,1716301260,0,0,1000000,0,EF3,15.98,1300.0,,,1.0,NNW,DICKIEVILLE,2.0,N,CARL,41.0107,-94.928,41.1547,-94.6878,The tornado entered into Adams County from Montgomery County.   This tornado remained in rural areas of western and northern Adams County until lifting north of the town of Carl near the Adair County line.    The tornado impacted a house on the north side of 200th street shortly after entering the county removing much of the roof with general collapse of the structure.  A large hog confinement facility near the intersection of 190th and Aspen was severally damage with most buildings destroyed.  EF3 damage occurred to a house along 175th Street near Cherry Avenue with all wall removed except a couple of the interior walls.  The outbuildings at this location were all destroyed as well.  Another house along 150th Street near Dogwood Avenue had all but a few interior walls removed with EF3 damage as well.  All outbuildings were destroyed at this site as well.  The tornado turned slightly to the right at this point with only limited interaction with building sites but plenty of tree damage for the remainder of it path.,0
1170320,1,19,BMX,CST-6,1716780420,1716780660,0,0,0,0,EF0,3.41,550.0,,,1.0,N,MT ZION,1.0,S,FIRESTONE,34.3007,-85.7183,34.2719,-85.6701,"A brief EF1 tornado with winds up to 105 mph formed along the leading edge of a QLCS in northern Cherokee County. Minor timber damage began along County Road 768 near County Road 47. The tornado continued to down trees as it crossed County Road 43. The tornado intensified as it paralleled County Road 275, snapping numerous trees along the southwestern slope of the canyon containing Johnnies Creek. The tornado weakened as it moved near the mouth of Little River Canyon, but continued to down trees as it crossed Highway 273. The tornado dissipated as it crossed the Little River near where it flows into Weiss Lake.",0
1170321,1,111,BMX,CST-6,1716789120,1716789360,0,0,0,0,EF0,3.17,350.0,,,4.0,NNW,NEWELL,1.0,WSW,COLD RIDGE,33.485,-85.4444,33.4756,-85.3915,"A brief EF1 tornado with winds up to 110 mph formed within a QLCS in northern Randolph County. The tornado began in a wooded area west of County Road 425 and began to snap tree branches and uproot trees. The tornado intensified after crossing County Road 427, snapping numerous trees between there and County Road 51. On County Road 51 multiple windows were blown out of a home with some minor roof damage also occurring. The roof was blown off an outbuilding causing its walls to collapse. Additional timber and outbuilding damage occurred as it crossed County Road 429 before the tornado dissipated in an inaccessible wooded area prior to reaching County Road 37. A tornado debris signature was observed on KFFC radar.",0
1170327,56,15,CYS,MST-7,1714054500,1714055100,0,0,0,0,EFU,0.92,20.0,,,3.0,ESE,HUNTLEY,4.0,E,HUNTLEY,41.92,-104.09,41.9304,-104.0787,Numerous reports of a funnel cloud with occasional ground circulation between Huntley and Lyman. Storm was mostly stationary.,0
